nanoplastics.type,surface.charge,nanoplastics.shape,nanoplastics.size.nm.,nanoplastics.dose.mg.g.,adsorption.of.pollutants.type,pollutants.dose.mg.g.,adsorption.of.pollutants,environmental.media,plant.species,plant,exposure.time.day.,Tem...,pH,Photosynthetic.and.biochemical.indexes,index,n1,n2,av1,av2,sd1,sd2,Title,study_id,effet_size,variance
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,10,20,,chlb,Light Reaction,6,6,0.51775,0.85287,0.04564,0.11052,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.499866465,0.004098599
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,7,20,,chlb,Light Reaction,6,6,0.55138,0.83806,0.05366,0.04484,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.418114775,0.002056995
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,7,20,,chlb,Light Reaction,6,6,0.55899,0.83806,0.05926,0.04484,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.404260118,0.002352103
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,14,20,,chla,Light Reaction,6,6,1.63079,2.37815,0.16096,0.28514,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.377644496,0.004023823
PS,plain,sphere,50,0,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,14,20,,chlb,Light Reaction,6,6,0.59062,0.86048,0.05364,0.05606,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.375983894,0.002083315
PS,plain,sphere,50,0,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,14,20,,chlb,Light Reaction,6,6,0.59262,0.86048,0.05366,0.05606,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.372607465,0.002075059
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,14,20,,chla,Light Reaction,6,6,1.63998,2.37815,0.17938,0.28514,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.37183984,0.004394832
PS,plain,sphere,50,0,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,10,20,,chlb,Light Reaction,6,6,0.59342,0.85287,0.05366,0.11052,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.363422709,0.00416638
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,10,20,,chla,Light Reaction,6,6,1.64343,2.33101,0.16098,0.11958,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.348935857,0.002039137
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,10,20,,chla,Light Reaction,6,6,1.66183,2.33101,0.17246,0.11958,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.337704075,0.002235266
PS,plain,sphere,50,0,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,10,20,,chlb,Light Reaction,6,6,0.60984,0.85287,0.03442,0.11052,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.336544416,0.003333744
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,4,20,,chlb,Light Reaction,6,6,0.59823,0.81564,0.04804,0.05364,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.309820809,0.001796438
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,4,20,,chlb,Light Reaction,6,6,0.60023,0.81564,0.08808,0.05364,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.305226101,0.004316479
PS,plain,sphere,50,0,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,7,20,,chlb,Light Reaction,6,6,0.62986,0.83806,0.06166,0.04484,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.28503207,0.002075743
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,7,20,,chla,Light Reaction,6,6,1.78831,2.33101,0.18626,0.12418,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.264363104,0.002282765
PS,plain,sphere,50,0,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,7,20,,chlb,Light Reaction,6,6,0.64707,0.83806,0.07288,0.04484,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.257816637,0.002593753
PS,plain,sphere,50,0,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,14,20,,chla,Light Reaction,6,6,1.86304,2.37815,0.16098,0.28514,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.244689128,0.003644009
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,7,20,,chla,Light Reaction,6,6,1.8366,2.33101,0.19086,0.12418,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.237722163,0.002274639
PS,plain,sphere,50,0,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,14,20,,chla,Light Reaction,6,6,1.94353,2.37815,0.20926,0.28514,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.202048896,0.004332876
PS,plain,sphere,50,0,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,10,20,,chla,Light Reaction,6,6,1.94008,2.33101,0.14488,0.11958,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.18332702,0.001368588
PS,plain,sphere,50,0,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,10,20,,chla,Light Reaction,6,6,1.95848,2.33101,0.19086,0.11958,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.173560866,0.00202281
PS,plain,sphere,50,0,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,7,20,,chla,Light Reaction,6,6,1.99987,2.33101,0.19776,0.12418,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.152641096,0.002104197
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,4,20,,chla,Light Reaction,6,6,2.02344,2.27927,0.11494,0.23224,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.119652459,0.002269768
PS,plain,sphere,50,0,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,7,20,,chla,Light Reaction,6,6,2.08035,2.33101,0.23226,0.12418,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.112963292,0.002552695
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,4,20,,chla,Light Reaction,6,6,2.05218,2.27927,0.2207,0.23224,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.104853931,0.003661319
PS,plain,sphere,50,0,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,4,20,,chlb,Light Reaction,6,6,0.74557,0.81564,0.04244,0.05364,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.089914449,0.001261266
PS,plain,sphere,50,0,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,4,20,,chlb,Light Reaction,6,6,0.75238,0.81564,0.09208,0.05364,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.079843804,0.003220546
PS,plain,sphere,50,0,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,4,20,,chla,Light Reaction,6,6,2.12115,2.27927,0.17472,0.23224,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.072196584,0.00286329
PS,plain,sphere,50,0,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,4,20,,chla,Light Reaction,6,6,2.13954,2.27927,0.20922,0.23224,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.063332669,0.003326835
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,1,20,,chlb,Light Reaction,6,6,0.7792,0.80363,0.08408,0.07446,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.030616317,0.00337432
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,1,20,,chla,Light Reaction,6,6,2.14529,2.19127,0.12644,0.22072,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.021762559,0.002271541
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,1,20,,chlb,Light Reaction,6,6,0.78801,0.80363,0.04404,0.07446,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.020083305,0.001952542
PS,plain,sphere,50,0,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,1,20,,chla,Light Reaction,6,6,2.15678,2.19127,0.11496,0.22072,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.016473654,0.002166041
PS,plain,sphere,50,0,DEHP(di-(2-ethylhexyl) phthalate),0.001,1,freshwater,corn,2,1,20,,chlb,Light Reaction,6,6,0.79281,0.80363,0.03444,0.07446,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.014113518,0.001746397
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,1,20,,chla,Light Reaction,6,6,2.16253,2.19127,0.13796,0.22072,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.013708788,0.002370961
PS,plain,sphere,50,0,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,1,20,,chla,Light Reaction,6,6,2.16253,2.19127,0.2782,0.22072,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.012668804,0.004454503
PS,plain,sphere,50,0,DBP(di-n-butyl phthalate),0.001,1,freshwater,corn,2,1,20,,chlb,Light Reaction,6,6,0.79922,0.80363,0.08248,0.07446,"Nanoplastic impacts on the foliar uptake, metabolism and phytotoxicity of phthalate esters in corn (Zea mays L.) plants",17,-0.005330587,0.003208472
PS,plain,sphere,70,0.0002,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,6,20,,chlb,Light Reaction,3,3,0.23826,0.99854,0.10432,0.15348,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-1.404918413,0.073849314
PS,plain,sphere,70,0.0002,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,6,20,,chla,Light Reaction,3,3,0.26368,1.00088,0.07998,0.13922,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-1.321789275,0.037608565
PS,plain,sphere,70,0.0002,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,6,20,,carotenoids,Light Reaction,3,3,0.31722,1.00467,0.1233,0.11166,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-1.129697701,0.055753743
PS,plain,sphere,70,0.0002,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,6,20,,chlb,Light Reaction,3,3,0.41693,0.99854,0.12592,0.15348,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.862110987,0.03877303
PS,plain,sphere,70,0.0002,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,6,20,,chla,Light Reaction,3,3,0.42327,1.00088,0.07152,0.13922,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.859090823,0.016032436
PS,plain,sphere,70,0.0002,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,6,20,,carotenoids,Light Reaction,3,3,0.49054,1.00467,0.04304,0.11166,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.71768325,0.006695313
PS,plain,sphere,70,0.0002,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,6,20,,chla,Light Reaction,3,3,0.47865,1.00088,0.21766,0.13922,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.706425608,0.077774423
PS,plain,sphere,70,0.0002,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,6,20,,chlb,Light Reaction,3,3,0.48589,0.99854,0.2782,0.15348,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.669612429,0.123150492
PS,plain,sphere,70,0.0002,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,3,20,,chla,Light Reaction,3,3,0.55864,0.99742,0.0269,0.10998,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.581306616,0.004834156
PS,plain,sphere,70,0,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,6,20,,chlb,Light Reaction,3,3,0.56204,0.99854,0.03356,0.15348,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.578064463,0.009095199
PS,plain,sphere,70,0,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,6,20,,chla,Light Reaction,3,3,0.56325,1.00088,0.02154,0.13922,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.577892257,0.006957789
PS,plain,sphere,70,0.0002,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,6,20,,carotenoids,Light Reaction,3,3,0.59057,1.00467,0.02444,0.11166,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.53309952,0.00469695
PS,plain,sphere,70,0,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,3,20,,chlb,Light Reaction,3,3,0.59261,0.99854,0.1559,0.10552,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.512084265,0.0270646
PS,plain,sphere,70,0.0002,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,3,20,,chlb,Light Reaction,3,3,0.6196,0.99854,0.04196,0.10552,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.478316921,0.005259164
PS,plain,sphere,70,0.0002,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,3,20,,carotenoids,Light Reaction,3,3,0.62954,1.00118,0.07212,0.25008,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.472156642,0.025398048
PS,plain,sphere,70,0,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,3,20,,carotenoids,Light Reaction,3,3,0.66211,1.00118,0.02674,0.25008,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.423629818,0.021557652
PS,plain,sphere,70,0,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,3,20,,chla,Light Reaction,3,3,0.66054,0.99742,0.09768,0.10998,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.410495939,0.011376932
PS,plain,sphere,70,0,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,3,20,,carotenoids,Light Reaction,3,3,0.69468,1.00118,0.08142,0.25008,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.373592551,0.025603318
PS,plain,sphere,70,0,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,3,20,,chla,Light Reaction,3,3,0.70515,0.99742,0.05308,0.10998,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.347843393,0.005951512
PS,plain,sphere,70,0,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,6,20,,carotenoids,Light Reaction,3,3,0.71212,1.00467,0.1582,0.11166,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.338001323,0.020711965
PS,plain,sphere,70,0.0002,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,3,20,,carotenoids,Light Reaction,3,3,0.7255,1.00118,0.04188,0.25008,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.331916914,0.022125196
PS,plain,sphere,70,0,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,6,20,,carotenoids,Light Reaction,3,3,0.72725,1.00467,0.0977,0.11166,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.322194882,0.010159908
PS,plain,sphere,70,0.0002,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,3,20,,carotenoids,Light Reaction,3,3,0.73306,1.00118,0.1582,0.25008,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.314343647,0.036658652
PS,plain,sphere,70,0,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,6,20,,carotenoids,Light Reaction,3,3,0.75633,1.00467,0.0314,0.11166,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.285708072,0.004700614
PS,plain,sphere,70,0.0002,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,3,20,,chla,Light Reaction,3,3,0.77591,0.99742,0.07154,0.10998,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.251744937,0.00689868
PS,plain,sphere,70,0.0002,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,3,20,,chlb,Light Reaction,3,3,0.7647,0.99854,0.26622,0.10552,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.248471948,0.044945026
PS,plain,sphere,70,0,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,3,20,,chla,Light Reaction,3,3,0.8336,0.99742,0.10228,0.10998,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.178935569,0.009091718
PS,plain,sphere,70,0,Pb(lead),0.0007,1,seawater,Platymonas helgolandica,1,6,20,,chlb,Light Reaction,3,3,0.84324,0.99854,0.08036,0.15348,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.171466452,0.01093791
PS,plain,sphere,70,0.0002,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,3,20,,chlb,Light Reaction,3,3,0.89061,0.99854,0.3082,0.10552,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.096289762,0.044444013
PS,plain,sphere,70,0.0002,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,3,20,,chla,Light Reaction,3,3,0.91128,0.99742,0.19536,0.10998,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.084688335,0.019497871
PS,plain,sphere,70,0,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,6,20,,chlb,Light Reaction,3,3,0.95057,0.99854,0.35256,0.15348,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.030242947,0.05481125
PS,plain,sphere,70,0,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,3,20,,carotenoids,Light Reaction,3,3,0.9878,1.00118,0.03374,0.25008,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,-0.023658667,0.021402796
PS,plain,sphere,70,0,Pb(lead),0.000007,1,seawater,Platymonas helgolandica,1,3,20,,chlb,Light Reaction,3,3,1.13344,0.99854,0.27702,0.10552,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,0.134812896,0.023839011
PS,plain,sphere,70,0,Pb(lead),0.00007,1,seawater,Platymonas helgolandica,1,3,20,,chlb,Light Reaction,3,3,1.14963,0.99854,0.19188,0.10552,"Nanoplastics increase the adverse impacts of lead on the growth, morphological structure and photosynthesis of marine microalga Platymonas helgolandica",18,0.143682971,0.01305825
PS,plain,sphere,500,0,HHCB(Galaxolide),0.00025,1,freshwater,Mirabilis jalapa L,3,28,25,,Gs,Simultaneous effect,4,4,5.64,27.61,7.2,2.24,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-1.385404634,0.492068277
PS,plain,sphere,500,0,HHCB(Galaxolide),0.00025,1,freshwater,Mirabilis jalapa L,3,28,25,,Tr1,Simultaneous effect,4,4,157.62,340.21,6.32,6.46,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.769220105,0.000492154
PS,plain,sphere,500,0,HHCB(Galaxolide),0.0005,1,freshwater,Mirabilis jalapa L,3,28,25,,Tr1,Simultaneous effect,4,4,160.95,340.21,43.68,6.46,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.739307912,0.018672608
PS,plain,sphere,500,0,HHCB(Galaxolide),0.00025,1,freshwater,Mirabilis jalapa L,3,28,25,,Pn,Simultaneous effect,4,4,2.52,2.85,0.46,0.94,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.132493031,0.035930753
PS,plain,sphere,500,0,HHCB(Galaxolide),0.0005,1,freshwater,Mirabilis jalapa L,3,28,25,,Pn,Simultaneous effect,4,4,2.81,2.85,0.28,0.94,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.026491422,0.030051192
PS,plain,sphere,500,0.05,HHCB(Galaxolide),0.00025,1,freshwater,Mirabilis jalapa L,3,28,25,,Gs,Simultaneous effect,4,4,5.49,27.61,4.1,2.24,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-1.546356438,0.150799726
PS,plain,sphere,500,0.05,HHCB(Galaxolide),0.0005,1,freshwater,Mirabilis jalapa L,3,28,25,,Gs,Simultaneous effect,4,4,7.53,27.61,5.24,2.24,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-1.239574077,0.130038374
PS,plain,sphere,500,0.05,HHCB(Galaxolide),0.0005,1,freshwater,Mirabilis jalapa L,3,28,25,,Pn,Simultaneous effect,4,4,2.64,2.85,0.66,0.94,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.082325607,0.043312943
PS,plain,sphere,500,0.05,HHCB(Galaxolide),0.00025,1,freshwater,Mirabilis jalapa L,3,28,25,,Pn,Simultaneous effect,4,4,3.13,2.85,0.84,0.94,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,0.089118828,0.045733671
PS,plain,sphere,500,0,HHCB(Galaxolide),0.00025,1,freshwater,Mirabilis jalapa L,3,28,25,,chlb,Light Reaction,4,4,1.59,1.66,0.08,0.02,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.042785288,0.000669377
PS,plain,sphere,500,0,HHCB(Galaxolide),0.0005,1,freshwater,Mirabilis jalapa L,3,28,25,,chlb,Light Reaction,4,4,1.59,1.66,0.12,0.02,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.042389734,0.001461299
PS,plain,sphere,500,0.05,HHCB(Galaxolide),0.00025,1,freshwater,Mirabilis jalapa L,3,28,25,,chlb,Light Reaction,4,4,1.59,1.66,0.22,0.02,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.040708629,0.004833947
PS,plain,sphere,500,0.05,HHCB(Galaxolide),0.00025,1,freshwater,Mirabilis jalapa L,3,28,25,,chla,Light Reaction,4,4,1.13,1.16,0.1,0.02,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.025260597,0.002034102
PS,plain,sphere,500,0.05,HHCB(Galaxolide),0.0005,1,freshwater,Mirabilis jalapa L,3,28,25,,chlb,Light Reaction,4,4,1.63,1.66,0.08,0.02,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.01795463,0.000638677
PS,plain,sphere,500,0,HHCB(Galaxolide),0.00025,1,freshwater,Mirabilis jalapa L,3,28,25,,chla,Light Reaction,4,4,1.14,1.16,0.02,0.02,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.017390427,0.000151269
PS,plain,sphere,500,0,HHCB(Galaxolide),0.00025,1,freshwater,Mirabilis jalapa L,3,28,25,,carotenoids,Light Reaction,4,4,0.48,0.49,0.08,0.02,Optimistic effects of galaxolide and polystyrene microplastic stress on the physio-biochemical characteristics and metabolic profiles of an ornamental plant,21,-0.017355312,0.007385137
